,Book 1,Book 2,Book 3,Book 4,Book 5,Book 6,Book 7,Book 8,Book 9,Book 10
Armies,1.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0
voice,2.0,3.0,4.0,3.0,3.0,3.0,7.0,6.0,9.0,3.0
pledge,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
fears,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
dangers,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
extremes,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
edge,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
signal,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
wonder,2.0,0.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0
Fiend,1.0,3.0,5.0,7.0,0.0,0.0,0.0,1.0,2.0,1.0
shore,3.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,4.0
shield,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
temper,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
circumference,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
shoulders,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Moon,4.0,2.0,2.0,4.0,5.0,0.0,3.0,0.0,0.0,1.0
Orb,1.0,0.0,0.0,1.0,3.0,1.0,6.0,1.0,0.0,0.0
Glass,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Artist,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
evening,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Fesole,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Valdarno,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lands,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
Rivers,1.0,1.0,1.0,1.0,0.0,0.0,4.0,2.0,0.0,1.0
Mountains,1.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,1.0,0.0
Globe,1.0,1.0,4.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
Spear,4.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,1.0
Pine,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
hills,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Mast,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A●…miral,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wand,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
steps,3.0,1.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,3.0
marl,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Heavens,1.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Beach,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Legions,2.0,3.0,0.0,1.0,1.0,4.0,1.0,0.0,1.0,0.0
Forms,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Leaves,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Brooks,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Vallombrasa,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
shades,1.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0
imbowr,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sedge,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Orion,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Red-Sea,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coast,3.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
Busiris,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chivalry,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hatred,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Sojourners,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Goshen,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carcases,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Chariot,1.0,0.0,2.0,0.0,0.0,6.0,1.0,0.0,0.0,1.0
wheels,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0
amazement,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
change,3.0,3.0,0.0,3.0,2.0,0.0,1.0,2.0,6.0,1.0
Princes,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Potentates,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
Warriors,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flower,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
astonishment,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spirits,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0
toil,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
virtue,1.0,2.0,1.0,2.0,1.0,2.0,3.0,12.0,2.0,6.0
ease,1.0,6.0,1.0,5.0,1.0,0.0,1.0,3.0,2.0,2.0
Vales,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
posture,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Seraph,1.0,0.0,1.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0
Ensigns,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pursuers,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gates,2.0,8.0,0.0,2.0,0.0,0.0,4.0,0.0,4.0,2.0
advantage,1.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0
Thunderbolts,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
gulf,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
wing,2.0,4.0,1.0,0.0,1.0,4.0,4.0,1.0,0.0,0.0
duty,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
plight,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
general's,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
●…od,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Amrams',1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Son,3.0,6.0,17.0,4.0,12.0,9.0,5.0,3.0,10.0,16.0
Egypt's,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day,3.0,3.0,3.0,6.0,13.0,9.0,13.0,12.0,11.0,11.0
cloud,1.0,1.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Locusts,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Wind,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Realm,2.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
Pharaoh,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Nile,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Cope,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Fires,1.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0
Sultan,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
course,2.0,2.0,2.0,4.0,3.0,1.0,3.0,0.0,2.0,3.0
brimstone,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
multitude,3.0,2.0,2.0,0.0,0.0,2.0,1.0,0.0,2.0,1.0
North,1.0,1.0,0.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0
loins,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0
Rhine,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sons,7.0,2.0,3.0,2.0,5.0,2.0,1.0,0.0,1.0,15.0
Deluge,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
South,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0
Gibraltar,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sands,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Squadron,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Band,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Heads,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Leaders,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Commander,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
shapes,3.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0
forms,3.0,0.0,1.0,0.0,3.0,0.0,2.0,0.0,0.0,1.0
Dignities,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thrones,1.0,2.0,1.0,0.0,5.0,4.0,1.0,0.0,2.0,2.0
Names,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0
Records,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
memorial,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rebellion,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0
Books,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Life,1.0,0.0,3.0,7.0,1.0,0.0,4.0,5.0,4.0,19.0
Eve,2.0,0.0,0.0,10.0,10.0,0.0,3.0,39.0,15.0,18.0
God's,2.0,0.0,2.0,2.0,1.0,1.0,2.0,0.0,1.0,2.0
trial,1.0,0.0,0.0,1.0,0.0,0.0,1.0,6.0,0.0,0.0
man,2.0,1.0,4.0,3.0,2.0,1.0,4.0,2.0,2.0,12.0
falsities,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mankind,1.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,2.0,8.0
Image,3.0,0.0,0.0,1.0,1.0,1.0,6.0,0.0,0.0,5.0
Brute,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
Religions,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pomp,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Gold,5.0,3.0,6.0,5.0,6.0,3.0,3.0,3.0,0.0,3.0
Devils,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Deities,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Idols,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
slumber,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Couch,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0
Emperors,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
worth,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
strand,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
crowd,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
prey,1.0,3.0,3.0,2.0,0.0,0.0,0.0,1.0,3.0,3.0
earth,2.0,1.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0
Seats,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Altars,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Altar,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0
Nations,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0
Jehovah,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
cherubin,3.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,4.0
Sanctuary,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Shrines,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Abominations,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
things,2.0,8.0,6.0,8.0,11.0,9.0,22.0,11.0,8.0,13.0
Rites,1.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,5.0
Feasts,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
darkness,2.0,7.0,4.0,1.0,1.0,5.0,2.0,1.0,1.0,3.0
Moloch,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
blood,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,6.0
sacrifice,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
parents,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tears,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,7.0
noise,2.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,1.0
Drums,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Timbrels,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
children's,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cries,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
Idol,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Ammonite,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rabath,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Argob,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Basan,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arnon,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
neighbourhood,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Solomon,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fraud,2.0,0.0,1.0,1.0,1.0,2.0,1.0,6.0,2.0,0.0
Temple,7.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0
Grove,2.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0
valley,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Hinnom,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tophet,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gehenna,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Type,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chemos,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dread,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0
Moabs',1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aroer,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nebo,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Abarim,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hesebon,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Heronaim,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Seons',1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dale,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Sibma,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vines,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Peor,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Name,2.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0
Israel,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Sittim,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
march,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
rites,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Orgies,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scandal,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
homicide,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lust,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Josiah,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Euphrates,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Egypt,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
ground,3.0,1.0,2.0,4.0,3.0,6.0,13.0,6.0,8.0,12.0
Ashtaroth,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
male,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sex,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0
Essence,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
joint,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
limb,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
bones,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flesh,1.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,3.0
shape,2.0,9.0,1.0,6.0,3.0,1.0,2.0,2.0,6.0,4.0
purposes,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
love,1.0,0.0,8.0,3.0,3.0,0.0,8.0,3.0,0.0,7.0
enmity,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0
Race,3.0,1.0,3.0,2.0,0.0,2.0,8.0,1.0,4.0,9.0
heads,1.0,1.0,0.0,2.0,0.0,3.0,0.0,0.0,1.0,0.0
foes,1.0,1.0,1.0,0.0,2.0,5.0,0.0,0.0,0.0,1.0
troop,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phoenicians,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Astarte,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Queen,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0
Horns,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Virgins,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vows,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Songs,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Mountain,2.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0
Idolatresses,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wound,2.0,0.0,1.0,0.0,0.0,4.0,1.0,2.0,0.0,2.0
Lebanon,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Damsels,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fate,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dittyes,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
summer's,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
Adonis,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Rock,1.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,2.0
Thammuz,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Love-tale,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zions,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
daughters,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
heat,1.0,1.0,0.0,1.0,3.0,0.0,0.0,1.0,5.0,2.0
passions,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Porch,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ezekiel,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vision,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
eye,3.0,2.0,7.0,4.0,3.0,2.0,0.0,1.0,0.0,3.0
Idolatries,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Judah,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
earnest,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Ark,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
brute,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0
hands,3.0,2.0,0.0,1.0,2.0,3.0,3.0,5.0,3.0,2.0
grunsel,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
worshippers,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
Dagon,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Monster,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Fish,1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,3.0,1.0
Azotus,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gath,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ascalon,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Accaron,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gaza's,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
frontier,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bounds,2.0,2.0,3.0,3.0,1.0,2.0,4.0,0.0,2.0,6.0
Rimmon,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Damascus,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Banks,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Abbana,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pharphar,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
streams,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
house,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0
Leper,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ahaz,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mode,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
offerings,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
crew,2.0,0.0,0.0,2.0,1.0,4.0,0.0,0.0,0.0,2.0
Renown,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Osiris,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Isis,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Orus,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Train,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0
sorceries,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Priests,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
infection,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Calf,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Orcb,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sin,1.0,0.0,1.0,3.0,0.0,3.0,1.0,3.0,4.0,9.0
Bethel,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maker,1.0,1.0,1.0,3.0,3.0,0.0,4.0,3.0,2.0,1.0
Ox,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
stroke,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,3.0
Belial,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Vice,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Priest,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Atheist,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Ely's,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
violence,1.0,0.0,0.0,2.0,2.0,4.0,0.0,1.0,1.0,4.0
Courts,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Palaces,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Cities,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
riot,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
towers,2.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0
injury,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
outrage,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Streets,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
insolence,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wine,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Sodom,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Gibeah,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
doors,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
Matrons,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rape,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
